,user id,movie id,rating,timestamp
119,271,346,4,1970-01-01
120,62,21,3,1970-01-01
121,279,832,3,1970-01-01
122,237,514,4,1970-01-01
123,94,789,4,1970-01-01
124,128,485,3,1970-01-01
125,298,317,4,1970-01-01
126,44,195,5,1970-01-01
127,264,200,5,1970-01-01
128,194,385,2,1970-01-01
129,72,195,5,1970-01-01
130,222,750,5,1970-01-01
131,250,264,3,1970-01-01
132,41,265,3,1970-01-01
133,224,245,3,1970-01-01
134,82,135,3,1970-01-01
135,262,1147,4,1970-01-01
136,293,471,3,1970-01-01
137,216,658,3,1970-01-01
138,250,140,3,1970-01-01
139,59,23,5,1970-01-01
140,286,379,5,1970-01-01
141,244,815,4,1970-01-01
142,7,479,4,1970-01-01
143,174,368,1,1970-01-01
144,87,274,4,1970-01-01
145,194,1211,2,1970-01-01
146,82,1134,2,1970-01-01
147,13,836,2,1970-01-01
148,13,272,4,1970-01-01
149,244,756,2,1970-01-01
150,305,427,5,1970-01-01
151,95,787,2,1970-01-01
152,43,14,2,1970-01-01
153,299,955,4,1970-01-01
154,57,419,3,1970-01-01
155,84,405,3,1970-01-01
156,269,504,4,1970-01-01
157,299,111,3,1970-01-01
158,194,466,4,1970-01-01
159,160,135,4,1970-01-01
160,99,268,3,1970-01-01
161,10,486,4,1970-01-01
162,259,117,4,1970-01-01
163,85,427,3,1970-01-01
164,303,919,4,1970-01-01
165,213,273,5,1970-01-01
166,121,514,3,1970-01-01
167,90,98,5,1970-01-01
168,49,559,2,1970-01-01
169,42,794,3,1970-01-01
170,155,323,2,1970-01-01
171,68,117,4,1970-01-01
172,172,177,4,1970-01-01
173,19,4,4,1970-01-01
174,268,231,4,1970-01-01
175,5,2,3,1970-01-01
176,305,117,2,1970-01-01
177,44,294,4,1970-01-01
178,43,137,4,1970-01-01
179,279,1336,1,1970-01-01
180,80,466,5,1970-01-01
181,254,164,4,1970-01-01
182,298,281,3,1970-01-01
183,279,1240,1,1970-01-01
184,66,298,4,1970-01-01
185,18,443,3,1970-01-01
186,268,1035,2,1970-01-01
187,99,79,4,1970-01-01
188,13,98,4,1970-01-01
189,26,258,3,1970-01-01
190,7,455,4,1970-01-01
191,222,755,4,1970-01-01
192,200,673,5,1970-01-01
193,119,328,4,1970-01-01
194,213,172,5,1970-01-01
195,276,322,3,1970-01-01
196,94,1217,3,1970-01-01
197,130,379,4,1970-01-01
198,38,328,4,1970-01-01
199,160,719,3,1970-01-01
200,293,1267,3,1970-01-01
201,26,930,2,1970-01-01
202,130,216,4,1970-01-01
203,92,1079,3,1970-01-01
204,256,452,4,1970-01-01
205,1,61,4,1970-01-01
206,72,48,4,1970-01-01
207,56,755,3,1970-01-01
208,13,360,4,1970-01-01
209,15,405,2,1970-01-01
210,92,77,3,1970-01-01
211,207,476,2,1970-01-01
212,292,174,5,1970-01-01
213,232,483,5,1970-01-01
214,251,748,2,1970-01-01
215,224,26,3,1970-01-01
216,181,220,4,1970-01-01
217,259,255,4,1970-01-01
218,305,471,4,1970-01-01
219,52,280,3,1970-01-01
220,161,202,5,1970-01-01
221,148,408,5,1970-01-01
222,125,235,2,1970-01-01
223,97,228,5,1970-01-01
224,58,1098,4,1970-01-01
225,83,234,4,1970-01-01
226,90,347,4,1970-01-01
227,272,178,5,1970-01-01
228,194,181,3,1970-01-01
229,125,478,4,1970-01-01
230,110,688,1,1970-01-01
231,299,14,4,1970-01-01
232,151,10,5,1970-01-01
233,269,127,4,1970-01-01
234,6,14,5,1970-01-01
235,54,106,3,1970-01-01
236,303,69,5,1970-01-01
237,16,944,1,1970-01-01
238,301,790,4,1970-01-01
239,276,1091,3,1970-01-01
240,305,214,2,1970-01-01
241,194,1028,2,1970-01-01
242,91,323,2,1970-01-01
243,87,554,4,1970-01-01
244,294,109,4,1970-01-01
245,286,171,4,1970-01-01
246,200,318,5,1970-01-01
247,229,328,1,1970-01-01
248,178,568,4,1970-01-01
249,303,842,2,1970-01-01
250,62,65,4,1970-01-01
251,207,591,3,1970-01-01
252,92,172,4,1970-01-01
253,301,401,4,1970-01-01
254,36,339,5,1970-01-01
255,70,746,3,1970-01-01
256,63,242,3,1970-01-01
257,28,201,3,1970-01-01
258,279,68,4,1970-01-01
259,250,7,4,1970-01-01
260,14,98,3,1970-01-01
261,299,1018,3,1970-01-01
262,194,54,3,1970-01-01
263,303,815,3,1970-01-01
264,119,237,5,1970-01-01
265,295,218,5,1970-01-01
266,268,930,2,1970-01-01
267,268,2,2,1970-01-01
268,66,258,4,1970-01-01
269,233,202,5,1970-01-01
270,83,623,4,1970-01-01
271,214,334,3,1970-01-01
272,192,476,2,1970-01-01
273,100,344,4,1970-01-01
274,268,145,1,1970-01-01
275,301,56,4,1970-01-01
276,307,89,5,1970-01-01
277,234,141,3,1970-01-01
278,83,576,4,1970-01-01
279,181,264,2,1970-01-01
280,297,133,4,1970-01-01
281,38,153,5,1970-01-01
282,7,382,4,1970-01-01
283,264,813,4,1970-01-01
284,181,872,1,1970-01-01
285,201,146,1,1970-01-01
286,85,507,4,1970-01-01
287,269,367,3,1970-01-01
288,59,468,3,1970-01-01
289,286,143,4,1970-01-01
290,193,96,1,1970-01-01
291,113,595,5,1970-01-01
292,292,11,5,1970-01-01
293,130,1014,3,1970-01-01
294,275,98,4,1970-01-01
295,189,520,5,1970-01-01
296,219,82,1,1970-01-01
297,218,209,5,1970-01-01
298,123,427,3,1970-01-01
299,119,222,5,1970-01-01
300,158,177,4,1970-01-01
301,222,118,4,1970-01-01
302,302,322,2,1970-01-01
303,279,501,3,1970-01-01
304,301,79,5,1970-01-01
305,181,3,2,1970-01-01
306,201,695,1,1970-01-01
307,13,198,3,1970-01-01
308,1,189,3,1970-01-01
309,145,237,5,1970-01-01
310,23,385,4,1970-01-01
311,201,767,4,1970-01-01
312,296,705,5,1970-01-01
313,42,546,3,1970-01-01
314,33,872,3,1970-01-01
315,301,554,3,1970-01-01
316,16,64,5,1970-01-01
317,95,135,3,1970-01-01
318,154,357,4,1970-01-01
319,77,484,5,1970-01-01
320,296,508,5,1970-01-01
321,302,303,2,1970-01-01
322,244,673,3,1970-01-01
323,222,77,4,1970-01-01
324,13,215,5,1970-01-01
325,16,705,5,1970-01-01
326,270,452,4,1970-01-01
327,145,15,2,1970-01-01
328,187,64,5,1970-01-01
329,200,304,5,1970-01-01
330,170,749,5,1970-01-01
331,101,829,3,1970-01-01
332,184,218,3,1970-01-01
333,128,204,4,1970-01-01
334,181,1295,1,1970-01-01
335,184,153,3,1970-01-01
336,1,33,4,1970-01-01
337,1,160,4,1970-01-01
338,184,321,5,1970-01-01
339,54,595,3,1970-01-01
340,94,343,4,1970-01-01
341,128,508,4,1970-01-01
342,23,323,2,1970-01-01
343,301,227,3,1970-01-01
344,301,191,3,1970-01-01
345,112,903,1,1970-01-01
346,82,183,3,1970-01-01
347,222,724,3,1970-01-01
348,218,430,3,1970-01-01
349,308,1197,4,1970-01-01
350,303,134,5,1970-01-01
351,133,751,3,1970-01-01
352,215,212,2,1970-01-01
353,69,256,5,1970-01-01
354,254,662,4,1970-01-01
355,276,2,4,1970-01-01
356,104,984,1,1970-01-01
357,63,1067,3,1970-01-01
358,267,410,4,1970-01-01
359,13,56,5,1970-01-01
360,240,879,3,1970-01-01
361,286,237,2,1970-01-01
362,294,271,5,1970-01-01
363,90,1086,4,1970-01-01
364,18,26,4,1970-01-01
365,92,229,3,1970-01-01
366,308,649,4,1970-01-01
367,144,89,3,1970-01-01
368,191,302,4,1970-01-01
369,59,951,3,1970-01-01
370,200,96,5,1970-01-01
371,16,197,5,1970-01-01
372,61,678,3,1970-01-01
373,271,199,4,1970-01-01
374,271,709,3,1970-01-01
375,142,169,5,1970-01-01
376,275,597,3,1970-01-01
377,222,151,3,1970-01-01
378,87,40,3,1970-01-01
379,207,258,4,1970-01-01
380,272,1393,2,1970-01-01
381,177,333,4,1970-01-01
382,207,1115,2,1970-01-01
383,299,577,3,1970-01-01
384,271,378,4,1970-01-01
385,305,425,4,1970-01-01
386,49,959,2,1970-01-01
387,94,1224,3,1970-01-01
388,130,1017,3,1970-01-01
389,10,175,3,1970-01-01
390,203,321,3,1970-01-01
391,191,286,4,1970-01-01
392,43,323,3,1970-01-01
393,21,558,5,1970-01-01
394,197,96,5,1970-01-01
395,13,344,2,1970-01-01
396,194,66,3,1970-01-01
397,234,206,4,1970-01-01
398,308,402,4,1970-01-01
399,308,640,4,1970-01-01
400,269,522,5,1970-01-01
401,94,265,4,1970-01-01
402,268,62,3,1970-01-01
403,272,12,5,1970-01-01
404,121,291,3,1970-01-01
405,296,20,5,1970-01-01
406,134,286,3,1970-01-01
407,180,462,5,1970-01-01
408,234,612,3,1970-01-01
409,104,117,2,1970-01-01
410,38,758,1,1970-01-01
411,269,845,1,1970-01-01
412,7,163,4,1970-01-01
413,234,1451,3,1970-01-01
414,275,405,2,1970-01-01
415,52,250,3,1970-01-01
416,102,823,3,1970-01-01
417,13,186,4,1970-01-01
418,178,731,4,1970-01-01
419,236,71,3,1970-01-01
420,256,781,5,1970-01-01
421,263,176,5,1970-01-01
422,244,186,3,1970-01-01
423,279,1181,4,1970-01-01
424,43,815,4,1970-01-01
425,83,78,2,1970-01-01
426,151,197,5,1970-01-01
427,254,436,2,1970-01-01
428,109,631,3,1970-01-01
429,297,716,3,1970-01-01
430,249,188,4,1970-01-01
431,144,699,4,1970-01-01
432,301,604,4,1970-01-01
433,64,392,3,1970-01-01
434,92,501,2,1970-01-01
435,222,97,4,1970-01-01
436,268,436,3,1970-01-01
437,293,135,5,1970-01-01
438,213,173,5,1970-01-01
439,160,460,2,1970-01-01
440,13,498,4,1970-01-01
441,59,715,5,1970-01-01
442,5,17,4,1970-01-01
443,125,163,5,1970-01-01
444,174,315,5,1970-01-01
445,114,505,3,1970-01-01
446,213,515,4,1970-01-01
447,23,196,2,1970-01-01
448,128,15,4,1970-01-01
449,239,56,4,1970-01-01
450,181,279,1,1970-01-01
451,291,80,4,1970-01-01
452,250,238,4,1970-01-01
453,201,649,3,1970-01-01
454,60,60,5,1970-01-01
455,181,325,2,1970-01-01
456,119,407,3,1970-01-01
457,287,1,5,1970-01-01
458,216,228,3,1970-01-01
459,216,531,4,1970-01-01
460,203,471,4,1970-01-01
461,92,587,3,1970-01-01
462,13,892,3,1970-01-01
463,213,176,4,1970-01-01
464,286,288,5,1970-01-01
465,117,1047,2,1970-01-01
466,99,111,1,1970-01-01
467,11,558,3,1970-01-01
468,65,47,2,1970-01-01
469,295,194,4,1970-01-01
470,269,217,2,1970-01-01
471,85,259,2,1970-01-01
472,250,596,5,1970-01-01
473,137,144,5,1970-01-01
474,201,960,2,1970-01-01
475,257,137,4,1970-01-01
476,111,328,4,1970-01-01
477,91,480,4,1970-01-01
478,215,211,4,1970-01-01
479,181,938,1,1970-01-01
480,189,1060,5,1970-01-01
481,1,20,4,1970-01-01
482,303,404,4,1970-01-01
483,299,305,3,1970-01-01
484,187,210,4,1970-01-01
485,222,278,2,1970-01-01
486,214,568,4,1970-01-01
487,293,770,3,1970-01-01
488,285,191,4,1970-01-01
489,303,252,3,1970-01-01
490,96,156,4,1970-01-01
491,72,1110,3,1970-01-01
492,115,1067,4,1970-01-01
493,7,430,3,1970-01-01
494,116,350,3,1970-01-01
495,73,480,4,1970-01-01
496,269,246,5,1970-01-01
497,263,419,5,1970-01-01
498,70,431,3,1970-01-01
499,221,475,4,1970-01-01
500,72,182,5,1970-01-01
501,25,357,4,1970-01-01
502,290,50,5,1970-01-01
503,189,526,4,1970-01-01
504,299,303,3,1970-01-01
505,264,294,3,1970-01-01
506,200,365,5,1970-01-01
507,187,135,4,1970-01-01
508,184,187,4,1970-01-01
509,63,289,2,1970-01-01
510,13,229,4,1970-01-01
511,298,486,3,1970-01-01
512,235,185,4,1970-01-01
513,62,712,4,1970-01-01
514,246,94,2,1970-01-01
515,54,742,5,1970-01-01
516,63,762,3,1970-01-01
517,11,732,3,1970-01-01
518,92,168,4,1970-01-01
519,8,550,3,1970-01-01
520,307,174,4,1970-01-01
521,303,200,4,1970-01-01
522,256,849,2,1970-01-01
523,72,54,3,1970-01-01
524,164,406,2,1970-01-01
525,117,150,4,1970-01-01
526,224,77,4,1970-01-01
527,193,869,3,1970-01-01
528,94,184,2,1970-01-01
529,281,338,2,1970-01-01
530,130,109,3,1970-01-01
531,128,371,1,1970-01-01
532,94,720,1,1970-01-01
533,182,845,3,1970-01-01
534,129,873,1,1970-01-01
535,254,229,4,1970-01-01
536,64,381,4,1970-01-01
537,151,176,2,1970-01-01
538,45,25,4,1970-01-01
539,193,879,3,1970-01-01
540,276,922,4,1970-01-01
541,276,57,3,1970-01-01
542,234,187,4,1970-01-01
543,181,306,1,1970-01-01
544,21,370,1,1970-01-01
545,293,249,3,1970-01-01
546,264,721,5,1970-01-01
547,10,611,5,1970-01-01
548,197,346,3,1970-01-01
549,276,142,3,1970-01-01
550,308,427,4,1970-01-01
551,221,943,4,1970-01-01
552,131,126,4,1970-01-01
553,268,824,2,1970-01-01
554,109,8,3,1970-01-01
555,198,58,3,1970-01-01
556,230,680,4,1970-01-01
557,181,741,1,1970-01-01
558,192,1061,4,1970-01-01
559,234,448,3,1970-01-01
560,90,900,4,1970-01-01
561,193,941,4,1970-01-01
562,128,603,5,1970-01-01
563,126,905,2,1970-01-01
564,244,265,4,1970-01-01
565,90,289,3,1970-01-01
566,157,25,3,1970-01-01
567,305,71,3,1970-01-01
568,119,382,5,1970-01-01
569,21,222,2,1970-01-01
570,231,181,4,1970-01-01
571,280,508,3,1970-01-01
572,288,132,3,1970-01-01
573,279,1497,2,1970-01-01
574,301,33,4,1970-01-01
575,72,699,3,1970-01-01
576,90,259,2,1970-01-01
577,308,55,3,1970-01-01
578,59,742,3,1970-01-01
579,94,744,4,1970-01-01
580,130,642,4,1970-01-01
581,26,1015,3,1970-01-01
582,56,121,5,1970-01-01
583,82,508,2,1970-01-01
584,62,12,4,1970-01-01
585,276,40,3,1970-01-01
586,181,1015,1,1970-01-01
587,152,301,3,1970-01-01
588,178,845,4,1970-01-01
589,217,597,4,1970-01-01
590,79,303,4,1970-01-01
591,138,484,4,1970-01-01
592,308,81,5,1970-01-01
593,75,284,2,1970-01-01
594,269,198,4,1970-01-01
595,307,94,3,1970-01-01
596,222,781,3,1970-01-01
597,121,740,3,1970-01-01
598,269,22,1,1970-01-01
599,13,864,4,1970-01-01
600,230,742,5,1970-01-01
601,269,507,4,1970-01-01
602,239,1099,5,1970-01-01
603,245,1028,5,1970-01-01
604,56,546,3,1970-01-01
605,295,961,5,1970-01-01
606,271,1028,2,1970-01-01
607,222,812,2,1970-01-01
608,69,240,3,1970-01-01
609,10,7,4,1970-01-01
610,22,376,3,1970-01-01
611,294,931,3,1970-01-01
612,82,717,1,1970-01-01
613,279,399,4,1970-01-01
614,269,234,1,1970-01-01
615,6,98,5,1970-01-01
616,243,1039,4,1970-01-01
617,298,181,4,1970-01-01
618,282,325,1,1970-01-01
619,78,323,1,1970-01-01
620,118,200,5,1970-01-01
621,283,1114,5,1970-01-01
622,171,292,4,1970-01-01
623,70,217,4,1970-01-01
624,10,100,5,1970-01-01
625,245,181,4,1970-01-01
626,107,333,3,1970-01-01
627,246,561,1,1970-01-01
628,13,901,1,1970-01-01
629,276,70,4,1970-01-01
630,244,17,2,1970-01-01
631,189,56,5,1970-01-01
632,226,242,5,1970-01-01
633,62,1016,4,1970-01-01
634,276,417,4,1970-01-01
635,214,478,4,1970-01-01
636,306,235,4,1970-01-01
637,222,26,3,1970-01-01
638,280,631,5,1970-01-01
639,60,430,5,1970-01-01
640,56,71,4,1970-01-01
641,42,274,5,1970-01-01
642,1,202,5,1970-01-01
643,13,809,4,1970-01-01
644,173,289,4,1970-01-01
645,15,749,1,1970-01-01
646,185,23,4,1970-01-01
647,280,540,3,1970-01-01
648,244,381,4,1970-01-01
649,150,293,4,1970-01-01
650,7,497,4,1970-01-01
651,178,317,4,1970-01-01
652,178,742,3,1970-01-01
653,95,1217,3,1970-01-01
654,234,1462,3,1970-01-01
655,97,222,5,1970-01-01
656,109,127,2,1970-01-01
657,117,268,5,1970-01-01
658,269,705,2,1970-01-01
659,130,1246,3,1970-01-01
660,264,655,4,1970-01-01
661,207,13,3,1970-01-01
662,42,588,5,1970-01-01
663,246,409,2,1970-01-01
664,87,367,4,1970-01-01
665,101,304,3,1970-01-01
666,256,127,4,1970-01-01
667,92,794,3,1970-01-01
668,181,762,2,1970-01-01
669,213,235,1,1970-01-01
670,92,739,2,1970-01-01
671,292,661,5,1970-01-01
672,246,665,4,1970-01-01
673,274,845,5,1970-01-01
674,188,692,5,1970-01-01
675,18,86,4,1970-01-01
676,5,439,1,1970-01-01
677,236,632,3,1970-01-01
678,193,407,4,1970-01-01
679,144,709,4,1970-01-01
680,90,1198,5,1970-01-01
681,48,609,4,1970-01-01
682,5,225,2,1970-01-01
683,22,128,5,1970-01-01
684,311,432,4,1970-01-01
685,8,22,5,1970-01-01
686,276,188,4,1970-01-01
687,222,173,5,1970-01-01
688,72,866,4,1970-01-01
689,299,134,4,1970-01-01
690,1,171,5,1970-01-01
691,308,295,3,1970-01-01
692,165,216,4,1970-01-01
693,222,49,3,1970-01-01
694,181,121,4,1970-01-01
695,200,11,5,1970-01-01
696,234,626,4,1970-01-01
697,244,707,4,1970-01-01
698,90,25,5,1970-01-01
699,208,216,5,1970-01-01
700,263,96,4,1970-01-01
701,134,323,4,1970-01-01
702,279,586,4,1970-01-01
703,2,292,4,1970-01-01
704,288,593,2,1970-01-01
705,49,302,4,1970-01-01
706,286,153,5,1970-01-01
707,205,304,3,1970-01-01
708,22,80,4,1970-01-01
709,234,318,4,1970-01-01
710,223,328,3,1970-01-01
711,15,25,3,1970-01-01
712,268,147,4,1970-01-01
713,94,1220,3,1970-01-01
714,274,405,4,1970-01-01
715,7,492,5,1970-01-01
716,268,217,2,1970-01-01
717,16,55,5,1970-01-01
718,164,620,3,1970-01-01
719,290,161,4,1970-01-01
720,92,515,4,1970-01-01
721,239,1070,5,1970-01-01
722,56,449,5,1970-01-01
723,248,234,4,1970-01-01
724,234,10,3,1970-01-01
725,280,1049,2,1970-01-01
726,308,187,5,1970-01-01
727,276,64,5,1970-01-01
728,192,948,3,1970-01-01
729,122,509,4,1970-01-01
730,85,588,3,1970-01-01
731,262,931,2,1970-01-01
732,201,272,3,1970-01-01
733,181,870,2,1970-01-01
734,295,739,4,1970-01-01
735,263,568,4,1970-01-01
736,295,39,4,1970-01-01
737,201,1100,4,1970-01-01
738,93,820,3,1970-01-01
739,159,1028,5,1970-01-01
740,158,665,2,1970-01-01
741,293,423,3,1970-01-01
742,82,597,3,1970-01-01
743,276,181,5,1970-01-01
744,13,823,5,1970-01-01
745,217,2,3,1970-01-01
746,83,660,4,1970-01-01
747,189,20,5,1970-01-01
748,222,796,4,1970-01-01
749,146,1022,5,1970-01-01
750,267,121,3,1970-01-01
751,126,294,3,1970-01-01
752,181,1060,1,1970-01-01
753,125,80,4,1970-01-01
754,43,120,4,1970-01-01
755,13,780,1,1970-01-01
756,253,259,2,1970-01-01
757,42,44,3,1970-01-01
758,77,518,4,1970-01-01
759,291,686,5,1970-01-01
760,268,21,3,1970-01-01
761,262,28,3,1970-01-01
762,234,81,3,1970-01-01
763,29,245,3,1970-01-01
764,236,57,5,1970-01-01
765,158,729,3,1970-01-01
766,156,661,4,1970-01-01
767,232,52,5,1970-01-01
768,168,866,5,1970-01-01
769,37,288,4,1970-01-01
770,141,245,3,1970-01-01
771,235,230,4,1970-01-01
772,102,70,3,1970-01-01
773,77,172,3,1970-01-01
774,90,506,5,1970-01-01
775,186,566,5,1970-01-01
776,44,660,5,1970-01-01
777,118,774,5,1970-01-01
778,7,661,5,1970-01-01
779,49,1003,2,1970-01-01
780,62,68,1,1970-01-01
781,42,1028,4,1970-01-01
782,178,433,4,1970-01-01
783,85,51,2,1970-01-01
784,77,474,5,1970-01-01
785,58,1099,2,1970-01-01
786,56,1047,4,1970-01-01
787,197,688,1,1970-01-01
788,286,99,4,1970-01-01
789,90,258,3,1970-01-01
790,181,1288,1,1970-01-01
791,295,190,4,1970-01-01
792,224,69,4,1970-01-01
793,272,317,4,1970-01-01
794,221,1010,3,1970-01-01
795,66,877,1,1970-01-01
796,207,318,5,1970-01-01
797,234,487,3,1970-01-01
798,7,648,5,1970-01-01
799,87,82,5,1970-01-01
800,195,1052,1,1970-01-01
801,44,449,5,1970-01-01
802,306,287,4,1970-01-01
803,194,172,3,1970-01-01
804,94,62,3,1970-01-01
805,167,659,4,1970-01-01
806,108,100,4,1970-01-01
807,230,304,5,1970-01-01
808,181,927,1,1970-01-01
809,54,302,4,1970-01-01
810,90,22,4,1970-01-01
811,181,696,2,1970-01-01
812,286,357,4,1970-01-01
813,14,269,4,1970-01-01
814,311,179,2,1970-01-01
815,92,121,5,1970-01-01
816,21,440,1,1970-01-01
817,244,550,1,1970-01-01
818,181,405,4,1970-01-01
819,65,806,4,1970-01-01
820,37,540,2,1970-01-01
821,44,443,5,1970-01-01
822,244,183,4,1970-01-01
823,1,265,4,1970-01-01
824,270,25,5,1970-01-01
825,299,387,2,1970-01-01
826,94,572,3,1970-01-01
827,286,746,4,1970-01-01
828,239,272,5,1970-01-01
829,216,55,5,1970-01-01
830,254,121,3,1970-01-01
831,62,665,2,1970-01-01
832,178,385,4,1970-01-01
833,194,23,4,1970-01-01
834,268,955,3,1970-01-01
835,188,143,5,1970-01-01
836,276,294,4,1970-01-01
837,158,1098,4,1970-01-01
838,207,845,3,1970-01-01
839,161,48,1,1970-01-01
840,305,654,4,1970-01-01
841,47,324,3,1970-01-01
842,64,736,4,1970-01-01
843,191,751,3,1970-01-01
844,7,378,5,1970-01-01
845,59,92,5,1970-01-01
846,69,268,5,1970-01-01
847,10,461,3,1970-01-01
848,21,129,4,1970-01-01
849,58,9,4,1970-01-01
850,194,152,3,1970-01-01
851,7,200,5,1970-01-01
852,113,126,5,1970-01-01
853,173,328,5,1970-01-01
854,95,233,4,1970-01-01
855,16,194,5,1970-01-01
856,59,323,4,1970-01-01
857,311,654,3,1970-01-01
858,292,589,4,1970-01-01
859,43,203,4,1970-01-01
860,79,50,4,1970-01-01
861,235,70,5,1970-01-01
862,125,190,5,1970-01-01
863,284,322,3,1970-01-01
864,303,161,5,1970-01-01
865,254,378,3,1970-01-01
866,255,1034,1,1970-01-01
867,104,301,2,1970-01-01
868,90,923,5,1970-01-01
869,6,463,4,1970-01-01
870,279,122,1,1970-01-01
871,286,298,4,1970-01-01
872,222,448,3,1970-01-01
873,297,57,5,1970-01-01
874,42,625,3,1970-01-01
875,130,1217,4,1970-01-01
876,254,357,3,1970-01-01
877,109,475,1,1970-01-01
878,230,1444,2,1970-01-01
879,244,310,3,1970-01-01
880,6,301,2,1970-01-01
881,36,748,4,1970-01-01
882,256,443,3,1970-01-01
883,102,515,1,1970-01-01
884,104,285,4,1970-01-01
885,21,447,5,1970-01-01
886,111,301,4,1970-01-01
887,18,408,5,1970-01-01
888,25,222,4,1970-01-01
889,110,944,3,1970-01-01
890,270,98,5,1970-01-01
891,68,237,5,1970-01-01
892,83,215,4,1970-01-01
893,6,258,2,1970-01-01
894,89,216,5,1970-01-01
895,128,317,4,1970-01-01
896,305,512,4,1970-01-01
897,184,412,2,1970-01-01
898,286,175,5,1970-01-01
899,279,1428,3,1970-01-01
900,256,86,5,1970-01-01
901,221,48,5,1970-01-01
902,140,332,3,1970-01-01
903,190,977,2,1970-01-01
904,11,227,3,1970-01-01
905,201,203,5,1970-01-01
906,150,181,5,1970-01-01
907,126,245,3,1970-01-01
908,20,208,2,1970-01-01
909,144,742,4,1970-01-01
910,181,930,1,1970-01-01
911,109,566,4,1970-01-01
912,85,1065,3,1970-01-01
913,213,133,3,1970-01-01
914,222,379,1,1970-01-01
915,223,11,3,1970-01-01
916,215,421,4,1970-01-01
917,218,208,3,1970-01-01
918,174,937,5,1970-01-01
919,275,186,3,1970-01-01
920,68,742,1,1970-01-01
921,268,583,4,1970-01-01
922,160,462,4,1970-01-01
923,195,273,4,1970-01-01
924,224,178,4,1970-01-01
925,5,110,1,1970-01-01
