,user id,rating,movie title
56,25.0,5.0,GoodFellas (1990)
57,59.0,5.0,"Graduate, The (1967)"
58,72.0,2.0,Kull the Conqueror (1997)
59,87.0,4.0,True Lies (1994)
60,290.0,5.0,Die Hard (1988)
61,42.0,5.0,Children of the Corn: The Gathering (1996)
62,292.0,4.0,Local Hero (1983)
63,115.0,3.0,Muppet Treasure Island (1996)
64,20.0,1.0,Evita (1996)
65,201.0,4.0,"Mirror Has Two Faces, The (1996)"
66,13.0,3.0,Gandhi (1982)
67,246.0,4.0,Two Bits (1995)
68,138.0,5.0,Bad Boys (1995)
69,167.0,1.0,Under Siege (1992)
70,60.0,5.0,Harold and Maude (1971)
71,57.0,5.0,"Ice Storm, The (1997)"
72,223.0,4.0,Sense and Sensibility (1995)
73,189.0,4.0,"Third Man, The (1949)"
74,243.0,3.0,French Twist (Gazon maudit) (1995)
75,92.0,1.0,"Ghost and Mrs. Muir, The (1947)"
76,246.0,3.0,"Parent Trap, The (1961)"
77,194.0,4.0,Manon of the Spring (Manon des sources) (1986)
78,241.0,2.0,Dark City (1998)
79,178.0,4.0,Austin Powers: International Man of Mystery (1997)
80,254.0,3.0,Ladybird Ladybird (1994)
81,293.0,3.0,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)
82,127.0,5.0,Star Trek IV: The Voyage Home (1986)
83,225.0,5.0,Raising Arizona (1987)
84,299.0,3.0,Star Trek IV: The Voyage Home (1986)
85,225.0,5.0,"Apartment, The (1960)"
86,276.0,3.0,"Professional, The (1994)"
87,291.0,5.0,"Lawnmower Man, The (1992)"
88,222.0,4.0,Clueless (1995)
89,267.0,5.0,"Treasure of the Sierra Madre, The (1948)"
90,42.0,3.0,Pinocchio (1940)
91,11.0,4.0,Flipper (1996)
92,95.0,4.0,So Dear to My Heart (1949)
93,8.0,4.0,Mad City (1997)
94,162.0,4.0,"Brothers McMullen, The (1995)"
95,87.0,4.0,Trees Lounge (1996)
96,279.0,5.0,Dirty Dancing (1987)
97,145.0,2.0,Leaving Las Vegas (1995)
98,119.0,5.0,Alphaville (1965)
99,62.0,4.0,Cat on a Hot Tin Roof (1958)
100,62.0,3.0,"Flintstones, The (1994)"
101,28.0,4.0,Indiana Jones and the Last Crusade (1989)
102,135.0,4.0,Rumble in the Bronx (1995)
103,32.0,3.0,Breakdown (1997)
104,90.0,5.0,"Flintstones, The (1994)"
105,286.0,4.0,This Is Spinal Tap (1984)
106,293.0,3.0,"Perfect World, A (1993)"
107,216.0,4.0,"Lawnmower Man, The (1992)"
108,166.0,5.0,Desperate Measures (1998)
109,250.0,4.0,Bringing Up Baby (1938)
110,271.0,5.0,Gone with the Wind (1939)
111,160.0,5.0,Brazil (1985)
112,265.0,4.0,Maya Lin: A Strong Clear Vision (1994)
113,198.0,3.0,Cat on a Hot Tin Roof (1958)
114,42.0,5.0,Dances with Wolves (1990)
115,168.0,5.0,Sleeper (1973)
116,110.0,4.0,FairyTale: A True Story (1997)
117,58.0,4.0,"Lawnmower Man, The (1992)"
118,90.0,4.0,Once Upon a Time in America (1984)
119,271.0,4.0,Wag the Dog (1997)
120,62.0,3.0,Braveheart (1995)
121,279.0,3.0,Bulletproof (1996)
122,237.0,4.0,"Boot, Das (1981)"
123,94.0,4.0,Tommy Boy (1995)
124,128.0,3.0,Sabrina (1954)
125,298.0,4.0,Schindler's List (1993)
126,44.0,5.0,Dead Poets Society (1989)
127,264.0,5.0,Evil Dead II (1987)
128,194.0,2.0,Addams Family Values (1993)
129,72.0,5.0,Dead Poets Society (1989)
130,222.0,5.0,Tomorrow Never Dies (1997)
131,250.0,3.0,"Hunt for Red October, The (1990)"
132,41.0,3.0,Kull the Conqueror (1997)
133,224.0,3.0,Chasing Amy (1997)
134,82.0,3.0,Mr. Smith Goes to Washington (1939)
135,262.0,4.0,Tom & Viv (1994)
136,293.0,3.0,Dragonheart (1996)
137,216.0,3.0,Arsenic and Old Lace (1944)
138,250.0,3.0,"20,000 Leagues Under the Sea (1954)"
139,59.0,5.0,Rumble in the Bronx (1995)
140,286.0,5.0,Star Trek: Generations (1994)
141,244.0,4.0,Candyman: Farewell to the Flesh (1995)
142,7.0,4.0,North by Northwest (1959)
143,174.0,1.0,Black Sheep (1996)
144,87.0,4.0,Sense and Sensibility (1995)
145,194.0,2.0,Flesh and Bone (1993)
146,82.0,2.0,"Doors, The (1991)"
147,13.0,2.0,Meet John Doe (1941)
148,13.0,4.0,Heat (1995)
149,244.0,2.0,Across the Sea of Time (1995)
150,305.0,5.0,Harold and Maude (1971)
151,95.0,2.0,Relative Fear (1994)
152,43.0,2.0,Mr. Holland's Opus (1995)
153,299.0,4.0,Nobody's Fool (1994)
154,57.0,3.0,Alice in Wonderland (1951)
155,84.0,3.0,Thinner (1996)
156,269.0,4.0,Dial M for Murder (1954)
157,299.0,3.0,Flipper (1996)
158,194.0,4.0,"Bronx Tale, A (1993)"
159,160.0,4.0,Mr. Smith Goes to Washington (1939)
160,99.0,3.0,"Full Monty, The (1997)"
161,10.0,4.0,Roman Holiday (1953)
162,259.0,4.0,Twister (1996)
163,85.0,3.0,Harold and Maude (1971)
164,303.0,4.0,Two Bits (1995)
165,213.0,5.0,Sabrina (1995)
166,121.0,3.0,"Boot, Das (1981)"
167,90.0,5.0,Snow White and the Seven Dwarfs (1937)
168,49.0,2.0,"Kid in King Arthur's Court, A (1995)"
169,42.0,3.0,Richie Rich (1994)
170,155.0,2.0,Lost Highway (1997)
171,68.0,4.0,Twister (1996)
172,172.0,4.0,12 Angry Men (1957)
173,19.0,4.0,Copycat (1995)
174,268.0,4.0,Young Guns (1988)
175,5.0,3.0,Four Rooms (1995)
176,305.0,2.0,Twister (1996)
177,44.0,4.0,Breakdown (1997)
178,43.0,4.0,D3: The Mighty Ducks (1996)
179,279.0,1.0,Larger Than Life (1996)
180,80.0,5.0,"Bronx Tale, A (1993)"
181,254.0,4.0,Jean de Florette (1986)
182,298.0,3.0,"Time to Kill, A (1996)"
183,279.0,1.0,"Van, The (1996)"
184,66.0,4.0,Hoodlum (1997)
185,18.0,3.0,"Blob, The (1958)"
186,268.0,2.0,Drop Dead Fred (1991)
187,99.0,4.0,Hot Shots! Part Deux (1993)
188,13.0,4.0,Snow White and the Seven Dwarfs (1937)
189,26.0,3.0,George of the Jungle (1997)
190,7.0,4.0,Beverly Hills Ninja (1997)
191,222.0,4.0,Father of the Bride Part II (1995)
192,200.0,5.0,Cat People (1982)
193,119.0,4.0,Desperate Measures (1998)
194,213.0,5.0,"Princess Bride, The (1987)"
195,276.0,3.0,Dante's Peak (1997)
196,94.0,3.0,Friday (1995)
197,130.0,4.0,Star Trek: Generations (1994)
198,38.0,4.0,Desperate Measures (1998)
199,160.0,3.0,First Knight (1995)
200,293.0,3.0,Bitter Moon (1992)
201,26.0,2.0,"Island of Dr. Moreau, The (1996)"
202,130.0,4.0,Bram Stoker's Dracula (1992)
203,92.0,3.0,Celestial Clockwork (1994)
204,256.0,4.0,Jaws 3-D (1983)
205,1.0,4.0,Stargate (1994)
206,72.0,4.0,I.Q. (1994)
207,56.0,3.0,Father of the Bride Part II (1995)
208,13.0,4.0,Incognito (1997)
209,15.0,2.0,Thinner (1996)
210,92.0,3.0,Free Willy (1993)
211,207.0,2.0,Matilda (1996)
212,292.0,5.0,Brazil (1985)
213,232.0,5.0,"Maltese Falcon, The (1941)"
214,251.0,2.0,"MatchMaker, The (1997)"
215,224.0,3.0,Bad Boys (1995)
216,181.0,4.0,Breaking the Waves (1996)
217,259.0,4.0,When the Cats Away (Chacun cherche son chat) (1996)
218,305.0,4.0,Dragonheart (1996)
219,52.0,3.0,"River Wild, The (1994)"
220,161.0,5.0,Unforgiven (1992)
221,148.0,5.0,Jack (1996)
222,125.0,2.0,Citizen Ruth (1996)
223,97.0,5.0,Star Trek III: The Search for Spock (1984)
224,58.0,4.0,"Red Firecracker, Green Firecracker (1994)"
225,83.0,4.0,Mars Attacks! (1996)
226,90.0,4.0,Desperate Measures (1998)
227,272.0,5.0,"Clockwork Orange, A (1971)"
228,194.0,3.0,GoodFellas (1990)
229,125.0,4.0,Vertigo (1958)
230,110.0,1.0,"Jackal, The (1997)"
231,299.0,4.0,Mr. Holland's Opus (1995)
232,151.0,5.0,Seven (Se7en) (1995)
233,269.0,4.0,Supercop (1992)
234,6.0,5.0,Mr. Holland's Opus (1995)
235,54.0,3.0,Moll Flanders (1996)
236,303.0,5.0,Four Weddings and a Funeral (1994)
237,16.0,1.0,Charade (1963)
238,301.0,4.0,"Baby-Sitters Club, The (1995)"
239,276.0,3.0,Dear God (1996)
240,305.0,2.0,Field of Dreams (1989)
241,194.0,2.0,Jury Duty (1995)
242,91.0,2.0,Lost Highway (1997)
243,87.0,4.0,White Man's Burden (1995)
244,294.0,4.0,Operation Dumbo Drop (1995)
245,286.0,4.0,"Empire Strikes Back, The (1980)"
246,200.0,5.0,Everyone Says I Love You (1996)
247,229.0,1.0,Desperate Measures (1998)
248,178.0,4.0,Wolf (1994)
249,303.0,2.0,"Shaggy Dog, The (1959)"
250,62.0,4.0,While You Were Sleeping (1995)
251,207.0,3.0,True Crime (1995)
252,92.0,4.0,"Princess Bride, The (1987)"
253,301.0,4.0,Ghost (1990)
254,36.0,5.0,Boogie Nights (1997)
255,70.0,3.0,Benny & Joon (1993)
256,63.0,3.0,Jungle2Jungle (1997)
257,28.0,3.0,Groundhog Day (1993)
258,279.0,4.0,Forrest Gump (1994)
259,250.0,4.0,Babe (1995)
260,14.0,3.0,Snow White and the Seven Dwarfs (1937)
261,299.0,3.0,"Die xue shuang xiong (Killer, The) (1989)"
262,194.0,3.0,"Professional, The (1994)"
263,303.0,3.0,Candyman: Farewell to the Flesh (1995)
264,119.0,5.0,Raising Arizona (1987)
265,295.0,5.0,"Nightmare on Elm Street, A (1984)"
266,268.0,2.0,"Island of Dr. Moreau, The (1996)"
267,268.0,2.0,Four Rooms (1995)
268,66.0,4.0,George of the Jungle (1997)
269,233.0,5.0,Unforgiven (1992)
270,83.0,4.0,"Three Caballeros, The (1945)"
271,214.0,3.0,How to Be a Player (1997)
272,192.0,2.0,Matilda (1996)
273,100.0,4.0,Deconstructing Harry (1997)
274,268.0,1.0,Unhook the Stars (1996)
275,301.0,4.0,Priest (1994)
276,307.0,5.0,So I Married an Axe Murderer (1993)
277,234.0,3.0,Bedknobs and Broomsticks (1971)
278,83.0,4.0,Coneheads (1993)
279,181.0,2.0,"Hunt for Red October, The (1990)"
280,297.0,4.0,Citizen Kane (1941)
281,38.0,5.0,Monty Python's Life of Brian (1979)
282,7.0,4.0,"Flintstones, The (1994)"
283,264.0,4.0,"Great Day in Harlem, A (1994)"
284,181.0,1.0,Picture Perfect (1997)
285,201.0,1.0,"Long Kiss Goodnight, The (1996)"
286,85.0,4.0,"People vs. Larry Flynt, The (1996)"
287,269.0,3.0,Bio-Dome (1996)
288,59.0,3.0,Short Cuts (1993)
289,286.0,4.0,Die Hard (1988)
290,193.0,1.0,Dances with Wolves (1990)
291,113.0,5.0,"Hunchback of Notre Dame, The (1996)"
292,292.0,5.0,"Usual Suspects, The (1995)"
293,130.0,3.0,Shiloh (1997)
294,275.0,4.0,Snow White and the Seven Dwarfs (1937)
295,189.0,5.0,"Deer Hunter, The (1978)"
296,219.0,1.0,Much Ado About Nothing (1993)
297,218.0,5.0,Indiana Jones and the Last Crusade (1989)
298,123.0,3.0,Harold and Maude (1971)
299,119.0,5.0,Sling Blade (1996)
300,158.0,4.0,12 Angry Men (1957)
301,222.0,4.0,Maya Lin: A Strong Clear Vision (1994)
302,302.0,2.0,Dante's Peak (1997)
303,279.0,3.0,Bananas (1971)
304,301.0,5.0,Hot Shots! Part Deux (1993)
305,181.0,2.0,Get Shorty (1995)
306,201.0,1.0,City Hall (1996)
307,13.0,3.0,"Bridge on the River Kwai, The (1957)"
308,1.0,3.0,Henry V (1989)
309,145.0,5.0,Raising Arizona (1987)
310,23.0,4.0,Addams Family Values (1993)
311,201.0,4.0,Casper (1995)
312,296.0,5.0,Bad Moon (1996)
313,42.0,3.0,"Young Poisoner's Handbook, The (1995)"
314,33.0,3.0,Picture Perfect (1997)
315,301.0,3.0,White Man's Burden (1995)
316,16.0,5.0,What's Eating Gilbert Grape (1993)
317,95.0,3.0,Mr. Smith Goes to Washington (1939)
318,154.0,4.0,Spawn (1997)
319,77.0,5.0,My Fair Lady (1964)
320,296.0,5.0,My Left Foot (1989)
321,302.0,2.0,Fly Away Home (1996)
322,244.0,3.0,Cat People (1982)
323,222.0,4.0,Free Willy (1993)
324,13.0,5.0,When Harry Met Sally... (1989)
325,16.0,5.0,Bad Moon (1996)
326,270.0,4.0,Jaws 3-D (1983)
327,145.0,2.0,French Twist (Gazon maudit) (1995)
328,187.0,5.0,What's Eating Gilbert Grape (1993)
329,200.0,5.0,"Ice Storm, The (1997)"
330,170.0,5.0,Amistad (1997)
331,101.0,3.0,Power 98 (1995)
332,184.0,3.0,"Nightmare on Elm Street, A (1984)"
333,128.0,4.0,Patton (1970)
334,181.0,1.0,Indian Summer (1996)
335,184.0,3.0,Monty Python's Life of Brian (1979)
336,1.0,4.0,"Doom Generation, The (1995)"
337,1.0,4.0,Top Gun (1986)
338,184.0,5.0,Murder at 1600 (1997)
339,54.0,3.0,"Hunchback of Notre Dame, The (1996)"
340,94.0,4.0,"Apostle, The (1997)"
341,128.0,4.0,My Left Foot (1989)
342,23.0,2.0,Lost Highway (1997)
343,301.0,3.0,Star Trek: The Wrath of Khan (1982)
344,301.0,3.0,Raging Bull (1980)
345,112.0,1.0,Ma vie en rose (My Life in Pink) (1997)
346,82.0,3.0,Army of Darkness (1993)
347,222.0,3.0,Exit to Eden (1994)
348,218.0,3.0,Highlander (1986)
349,308.0,4.0,Purple Noon (1960)
350,303.0,5.0,2001: A Space Odyssey (1968)
351,133.0,3.0,"Replacement Killers, The (1998)"
352,215.0,2.0,"Room with a View, A (1986)"
353,69.0,5.0,Men in Black (1997)
354,254.0,4.0,Being There (1979)
355,276.0,4.0,Four Rooms (1995)
356,104.0,1.0,Blood & Wine (1997)
357,63.0,3.0,"Star Maker, The (Uomo delle stelle, L') (1995)"
358,267.0,4.0,"Nutty Professor, The (1996)"
359,13.0,5.0,Priest (1994)
360,240.0,3.0,Soul Food (1997)
361,286.0,2.0,Raising Arizona (1987)
362,294.0,5.0,Good Will Hunting (1997)
363,90.0,4.0,Bloodsport 2 (1995)
364,18.0,4.0,Bad Boys (1995)
365,92.0,3.0,Star Trek IV: The Voyage Home (1986)
366,308.0,4.0,"Seventh Seal, The (Sjunde inseglet, Det) (1957)"
367,144.0,3.0,So I Married an Axe Murderer (1993)
368,191.0,4.0,Ulee's Gold (1997)
369,59.0,3.0,Blue in the Face (1995)
370,200.0,5.0,Dances with Wolves (1990)
371,16.0,5.0,Nikita (La Femme Nikita) (1990)
372,61.0,3.0,Conan the Barbarian (1981)
373,271.0,4.0,"Shining, The (1980)"
374,271.0,3.0,Better Off Dead... (1985)
375,142.0,5.0,Cinema Paradiso (1988)
376,275.0,3.0,"Big Squeeze, The (1996)"
377,222.0,3.0,Sleeper (1973)
378,87.0,3.0,Billy Madison (1995)
379,207.0,4.0,George of the Jungle (1997)
380,272.0,2.0,Swept from the Sea (1997)
381,177.0,4.0,U Turn (1997)
382,207.0,2.0,"Mark of Zorro, The (1940)"
383,299.0,3.0,Demolition Man (1993)
384,271.0,4.0,Tales From the Crypt Presents: Demon Knight (1995)
385,305.0,4.0,"Transformers: The Movie, The (1986)"
386,49.0,2.0,Naked (1993)
387,94.0,3.0,Angus (1995)
388,130.0,3.0,Tie Me Up! Tie Me Down! (1990)
389,10.0,3.0,Aliens (1986)
390,203.0,3.0,Murder at 1600 (1997)
391,191.0,4.0,Marvin's Room (1996)
392,43.0,3.0,Lost Highway (1997)
393,21.0,5.0,Interview with the Vampire (1994)
394,197.0,5.0,Dances with Wolves (1990)
395,13.0,2.0,Deconstructing Harry (1997)
396,194.0,3.0,Ace Ventura: Pet Detective (1994)
397,234.0,4.0,Cyrano de Bergerac (1990)
398,308.0,4.0,Batman (1989)
399,308.0,4.0,Paths of Glory (1957)
400,269.0,5.0,Cool Hand Luke (1967)
401,94.0,4.0,Kull the Conqueror (1997)
402,268.0,3.0,"Santa Clause, The (1994)"
403,272.0,5.0,Mighty Aphrodite (1995)
404,121.0,3.0,Rosewood (1997)
405,296.0,5.0,Muppet Treasure Island (1996)
406,134.0,3.0,Marvin's Room (1996)
407,180.0,5.0,"Secret of Roan Inish, The (1994)"
408,234.0,3.0,My Man Godfrey (1936)
409,104.0,2.0,Twister (1996)
410,38.0,1.0,Fair Game (1995)
411,269.0,1.0,To Gillian on Her 37th Birthday (1996)
412,7.0,4.0,"Abyss, The (1989)"
413,234.0,3.0,Lady of Burlesque (1943)
414,275.0,2.0,Thinner (1996)
415,52.0,3.0,Shall We Dance? (1996)
416,102.0,3.0,"Great White Hype, The (1996)"
417,13.0,4.0,"Godfather: Part II, The (1974)"
418,178.0,4.0,Dave (1993)
419,236.0,3.0,"Mask, The (1994)"
420,256.0,5.0,Little Odessa (1994)
421,263.0,5.0,"Good, The Bad and The Ugly, The (1966)"
422,244.0,3.0,"Godfather: Part II, The (1974)"
423,279.0,4.0,Cops and Robbersons (1994)
424,43.0,4.0,Candyman: Farewell to the Flesh (1995)
425,83.0,2.0,"Fugitive, The (1993)"
426,151.0,5.0,Nikita (La Femme Nikita) (1990)
427,254.0,2.0,Amityville 1992: It's About Time (1992)
428,109.0,3.0,Sophie's Choice (1982)
429,297.0,3.0,"Juror, The (1996)"
430,249.0,4.0,"Grand Day Out, A (1992)"
431,144.0,4.0,Miami Rhapsody (1995)
432,301.0,4.0,Meet Me in St. Louis (1944)
433,64.0,3.0,Mrs. Doubtfire (1993)
434,92.0,2.0,Bananas (1971)
435,222.0,4.0,"Silence of the Lambs, The (1991)"
436,268.0,3.0,Amityville 1992: It's About Time (1992)
437,293.0,5.0,Mr. Smith Goes to Washington (1939)
438,213.0,5.0,Raiders of the Lost Ark (1981)
439,160.0,2.0,Smoke (1995)
440,13.0,4.0,Cat on a Hot Tin Roof (1958)
441,59.0,5.0,Home for the Holidays (1995)
442,5.0,4.0,"White Balloon, The (1995)"
443,125.0,5.0,"Abyss, The (1989)"
444,174.0,5.0,As Good As It Gets (1997)
445,114.0,3.0,Rebel Without a Cause (1955)
446,213.0,4.0,Local Hero (1983)
447,23.0,2.0,"Graduate, The (1967)"
448,128.0,4.0,French Twist (Gazon maudit) (1995)
449,239.0,4.0,Priest (1994)
450,181.0,1.0,Up Close and Personal (1996)
451,291.0,4.0,"Hudsucker Proxy, The (1994)"
452,250.0,4.0,Sneakers (1992)
453,201.0,3.0,"Seventh Seal, The (Sjunde inseglet, Det) (1957)"
454,60.0,5.0,Three Colors: White (1994)
455,181.0,2.0,G.I. Jane (1997)
456,119.0,3.0,"Close Shave, A (1995)"
457,287.0,5.0,GoldenEye (1995)
458,216.0,3.0,Star Trek III: The Search for Spock (1984)
459,216.0,4.0,Kama Sutra: A Tale of Love (1996)
460,203.0,4.0,Dragonheart (1996)
461,92.0,3.0,Beauty and the Beast (1991)
462,13.0,3.0,For Richer or Poorer (1997)
463,213.0,4.0,"Good, The Bad and The Ugly, The (1966)"
464,286.0,5.0,Evita (1996)
465,117.0,2.0,She's the One (1996)
466,99.0,1.0,Flipper (1996)
467,11.0,3.0,Interview with the Vampire (1994)
468,65.0,2.0,Hoop Dreams (1994)
469,295.0,4.0,"Terminator, The (1984)"
470,269.0,2.0,Cape Fear (1991)
471,85.0,2.0,Event Horizon (1997)
472,250.0,5.0,Eraser (1996)
473,137.0,5.0,"Lawnmower Man, The (1992)"
474,201.0,2.0,Orlando (1993)
475,257.0,4.0,D3: The Mighty Ducks (1996)
476,111.0,4.0,Desperate Measures (1998)
477,91.0,4.0,"Apartment, The (1960)"
478,215.0,4.0,"Unbearable Lightness of Being, The (1988)"
479,181.0,1.0,Murder in the First (1995)
480,189.0,5.0,"Evening Star, The (1996)"
481,1.0,4.0,Muppet Treasure Island (1996)
482,303.0,4.0,Mission: Impossible (1996)
483,299.0,3.0,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)"
484,187.0,4.0,M*A*S*H (1970)
485,222.0,2.0,Once Upon a Time... When We Were Colored (1995)
486,214.0,4.0,Wolf (1994)
487,293.0,3.0,Johnny Mnemonic (1995)
488,285.0,4.0,Raging Bull (1980)
489,303.0,3.0,"Pillow Book, The (1995)"
490,96.0,4.0,Platoon (1986)
491,72.0,3.0,Double Happiness (1994)
492,115.0,4.0,"Star Maker, The (Uomo delle stelle, L') (1995)"
493,7.0,3.0,Highlander (1986)
494,116.0,3.0,"Prophecy II, The (1998)"
495,73.0,4.0,"Apartment, The (1960)"
496,269.0,5.0,Turbo: A Power Rangers Movie (1997)
497,263.0,5.0,Alice in Wonderland (1951)
498,70.0,3.0,Fantasia (1940)
499,221.0,4.0,"First Wives Club, The (1996)"
500,72.0,5.0,Alien (1979)
501,25.0,4.0,Spawn (1997)
502,290.0,5.0,Legends of the Fall (1994)
503,189.0,4.0,Gandhi (1982)
504,299.0,3.0,Fly Away Home (1996)
505,264.0,3.0,Breakdown (1997)
506,200.0,5.0,Dangerous Minds (1995)
507,187.0,4.0,Mr. Smith Goes to Washington (1939)
508,184.0,4.0,Full Metal Jacket (1987)
509,63.0,2.0,Fierce Creatures (1997)
510,13.0,4.0,Star Trek IV: The Voyage Home (1986)
511,298.0,3.0,Roman Holiday (1953)
512,235.0,4.0,"Blues Brothers, The (1980)"
513,62.0,4.0,Othello (1995)
514,246.0,2.0,Aladdin (1992)
515,54.0,5.0,"Crow: City of Angels, The (1996)"
516,63.0,3.0,Happy Gilmore (1996)
517,11.0,3.0,Go Fish (1994)
518,92.0,4.0,"Wrong Trousers, The (1993)"
519,8.0,3.0,Lord of Illusions (1995)
520,307.0,4.0,Brazil (1985)
521,303.0,4.0,Evil Dead II (1987)
522,256.0,2.0,"Perfect Candidate, A (1996)"
523,72.0,3.0,"Professional, The (1994)"
524,164.0,2.0,Spy Hard (1996)
525,117.0,4.0,Willy Wonka and the Chocolate Factory (1971)
526,224.0,4.0,Free Willy (1993)
527,193.0,3.0,Touch (1997)
528,94.0,2.0,Psycho (1960)
529,281.0,2.0,Mad City (1997)
530,130.0,3.0,Operation Dumbo Drop (1995)
531,128.0,1.0,Jeffrey (1995)
532,94.0,1.0,Mallrats (1995)
533,182.0,3.0,To Gillian on Her 37th Birthday (1996)
534,129.0,1.0,Career Girls (1997)
535,254.0,4.0,Star Trek IV: The Voyage Home (1986)
536,64.0,4.0,"Adventures of Priscilla, Queen of the Desert, The (1994)"
537,151.0,2.0,"Good, The Bad and The Ugly, The (1966)"
538,45.0,4.0,"Brothers McMullen, The (1995)"
539,193.0,3.0,Soul Food (1997)
540,276.0,4.0,Raise the Red Lantern (1991)
541,276.0,3.0,Quiz Show (1994)
542,234.0,4.0,Full Metal Jacket (1987)
543,181.0,1.0,"Devil's Advocate, The (1997)"
544,21.0,1.0,"Bridges of Madison County, The (1995)"
545,293.0,3.0,"Fifth Element, The (1997)"
546,264.0,5.0,Nine Months (1995)
547,10.0,5.0,Lost Horizon (1937)
548,197.0,3.0,Wag the Dog (1997)
549,276.0,3.0,"Sound of Music, The (1965)"
550,308.0,4.0,Harold and Maude (1971)
551,221.0,4.0,Renaissance Man (1994)
552,131.0,4.0,"Godfather, The (1972)"
553,268.0,2.0,"Arrival, The (1996)"
554,109.0,3.0,Dead Man Walking (1995)
555,198.0,3.0,Three Colors: Red (1994)
556,230.0,4.0,Wishmaster (1997)
557,181.0,1.0,Ransom (1996)
558,192.0,4.0,Four Days in September (1997)
559,234.0,3.0,Star Trek: The Motion Picture (1979)
560,90.0,4.0,Mr. Magoo (1997)
561,193.0,4.0,What's Love Got to Do with It (1993)
562,128.0,5.0,It Happened One Night (1934)
563,126.0,2.0,Oscar & Lucinda (1997)
564,244.0,4.0,Kull the Conqueror (1997)
565,90.0,3.0,Fierce Creatures (1997)
566,157.0,3.0,"Brothers McMullen, The (1995)"
567,305.0,3.0,"Mask, The (1994)"
568,119.0,5.0,"Flintstones, The (1994)"
569,21.0,2.0,Sling Blade (1996)
570,231.0,4.0,GoodFellas (1990)
571,280.0,3.0,My Left Foot (1989)
572,288.0,3.0,Gone with the Wind (1939)
573,279.0,2.0,Farmer & Chase (1995)
574,301.0,4.0,"Doom Generation, The (1995)"
575,72.0,3.0,Miami Rhapsody (1995)
576,90.0,2.0,Event Horizon (1997)
577,308.0,3.0,Pulp Fiction (1994)
578,59.0,3.0,"Crow: City of Angels, The (1996)"
579,94.0,4.0,"Ruling Class, The (1972)"
580,130.0,4.0,The Innocent (1994)
581,26.0,3.0,Con Air (1997)
582,56.0,5.0,"Cable Guy, The (1996)"
583,82.0,2.0,My Left Foot (1989)
584,62.0,4.0,Mighty Aphrodite (1995)
585,276.0,3.0,Billy Madison (1995)
586,181.0,1.0,Con Air (1997)
587,152.0,3.0,L.A. Confidential (1997)
588,178.0,4.0,To Gillian on Her 37th Birthday (1996)
589,217.0,4.0,"Big Squeeze, The (1996)"
590,79.0,4.0,Fly Away Home (1996)
